Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£),
12,Cherbourg,Foreign,France,UK,Over10m,Skates and Rays,Demersal,0.5756,0.5756,0.73953,
12,Cherbourg,Foreign,France,UK,Over10m,Sole,Demersal,0.0098,0.0096,0.0212,
12,Cherbourg,Foreign,France,UK,Over10m,Squid,Shellfish,0.0175,0.0175,0,
12,Cherbourg,Foreign,France,UK,Over10m,Turbot,Demersal,0.0026,0.0026,0.00197,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Bass,Demersal,0.1565,0.1565,1.33395,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Brill,Demersal,0.0076,0.0071,0.06347,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Cod,Demersal,0.0182,0.0158,0.0736,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Gurnard,Demersal,0.001,0.001,0.001,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Mullet,Demersal,0.0331,0.0331,0.11933,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Other Demersal,Demersal,0.0176,0.017,0.03218,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Plaice,Demersal,0.0296,0.0286,0.06152,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0045,0.004,0.00744,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Skates and Rays,Demersal,0.0265,0.0182,0.02139,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Sole,Demersal,0.1839,0.1771,2.08007,
12,Christchurch,Dorset and Somerset,England,UK,10m&Under,Turbot,Demersal,0.0235,0.0219,0.26535,
12,Cillero,Foreign,Spain,UK,Over10m,Hake,Demersal,7.5635,6.8239,15.49207,
12,Cillero,Foreign,Spain,UK,Over10m,Ling,Demersal,0.6295,0.5791,0.86272,
12,Clacton,Essex,England,UK,10m&Under,Bass,Demersal,0.0032,0.0032,0.032,
12,Clacton,Essex,England,UK,10m&Under,Skates and Rays,Demersal,0.4801,0.425,0.425,
12,Clacton,Essex,England,UK,10m&Under,Sole,Demersal,0.0156,0.015,0.1275,
12,Clovelly,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.1118,0.1118,0.26035,
12,Colchester,Essex,England,UK,10m&Under,Bass,Demersal,0.0131,0.0131,0.08008,
12,Colchester,Essex,England,UK,10m&Under,Gurnard,Demersal,0.0013,0.0013,0.001,
12,Colchester,Essex,England,UK,10m&Under,Herring,Pelagic,0.146,0.146,0.07,
12,Colchester,Essex,England,UK,10m&Under,Mullet,Demersal,0.0007,0.0007,0.00277,
12,Colchester,Essex,England,UK,10m&Under,Plaice,Demersal,0.0005,0.0005,0.0007,
12,Colchester,Essex,England,UK,10m&Under,Skates and Rays,Demersal,1.3,1.1508,1.21125,
12,Colchester,Essex,England,UK,10m&Under,Sole,Demersal,0.0835,0.0803,0.60264,
12,Colchester,Essex,England,UK,10m&Under,Whiting,Demersal,0.0003,0.0003,0.00024,
12,Coll,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.241,1.241,2.26152,
12,Coll,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0267,0.0267,0.46511,
12,Coll,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.0095,0.0095,0.04636,
12,Collafirth,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.67,6.67,20.84862,
12,Collafirth,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.883,0.883,15.4414,
12,Collafirth,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,18.99,18.99,42.35091,
12,Connahs Quay,East Wales,Wales,UK,10m&Under,Other Demersal,Demersal,0.205,0.205,0.164,
12,Conwy,West Wales and the Valleys,Wales,UK,Over10m,Crabs,Shellfish,0.1149,0.1149,0.25246,
12,Conwy,West Wales and the Valleys,Wales,UK,Over10m,Lobsters,Shellfish,0.1564,0.1564,3.3631,
12,Conwy,West Wales and the Valleys,Wales,UK,Over10m,Other Shellfish,Shellfish,0.4843,0.4843,10.91883,
12,Conwy,West Wales and the Valleys,Wales,UK,Over10m,Pollack (Lythe),Demersal,0.078,0.078,0,
12,Conwy,West Wales and the Valleys,Wales,UK,Over10m,Whelks,Shellfish,29.7376,29.7376,31.22473,
12,Corunna,Foreign,Spain,UK,Over10m,Hake,Demersal,14.2684,12.7309,27.9528,
12,Corunna,Foreign,Spain,UK,Over10m,Ling,Demersal,0.2376,0.2081,0.27313,
12,Corunna,Foreign,Spain,UK,Over10m,Monks or Anglers,Demersal,9.0161,6.2864,19.707,
12,Corunna,Foreign,Spain,UK,Over10m,Other Demersal,Demersal,0.5621,0.5064,0.88218,
12,Cove (Leith),Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.477,0.477,0.99659,
12,Cove (Leith),Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1893,0.1893,3.52278,
12,Cove (Leith),Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.031,0.031,0.15127,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.4633,0.4633,3.25734,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Cod,Demersal,0.0011,0.001,0.0033,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,3.4534,3.4534,5.85573,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Horse Mackerel,Pelagic,0.001,0.001,0.0024,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.0528,0.0528,1.06692,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Mackerel,Pelagic,0.003,0.003,0.0079,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Monks or Anglers,Demersal,0.018,0.006,0.07521,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Mullet,Demersal,0.164,0.164,0.72662,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Shellfish,Shellfish,0.012,0.012,0.36,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Pollack (Lythe),Demersal,0.189,0.162,0.2963,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Saithe,Demersal,0.0035,0.003,0.00068,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Sole,Demersal,0.001,0.001,0.01984,
12,Coverack,Cornwall and Isles of Scilly,England,UK,10m&Under,Whiting,Demersal,0.0058,0.005,0.00654,
12,Cowes,Hampshire and Isle of Wight,England,UK,10m&Under,Bass,Demersal,0.12,0.12,0.72,
12,Cowes,Hampshire and Isle of Wight,England,UK,10m&Under,Crabs,Shellfish,0.1,0.1,0.2,
12,Crail,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.039,0.039,0.089,
12,Crail,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1371,0.1371,2.45567,
12,Craster,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,1.55,1.55,2.75065,
12,Craster,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.3504,0.3504,6.56875,
12,Crinan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,5.0925,5.0925,17.07161,
12,Crinan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.3372,0.3372,7.46502,
12,Crinan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.0175,2.0175,31.3032,
12,Cromarty,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.401,0.401,0.89987,
12,Cromarty,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.008,0.008,0.14811,
12,Cromer,East Anglia,England,UK,10m&Under,Crabs,Shellfish,3.829,3.829,4.8361,
12,Cromer,East Anglia,England,UK,10m&Under,Lobsters,Shellfish,0.0757,0.0757,1.3935,
12,Cromer,East Anglia,England,UK,10m&Under,Whelks,Shellfish,6.643,6.643,7.8285,
12,Cuan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.834,0.834,2.88794,
12,Cuan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.052,0.052,1.09781,
12,Cuan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.94,0.94,13.94342,
12,Cuan,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.36,3.36,4.9392,
12,Cullivoe,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.042,6.042,18.18078,
12,Cullivoe,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,1.9039,1.9039,39.4759,
12,Cullivoe,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.95,0.95,2.27589,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,13.6039,11.627,39.43875,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,13.5324,11.5661,20.82802,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,3.9393,3.5491,9.66057,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.0432,0.0399,0.5995,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.4002,0.3809,3.10524,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,5.4596,4.7889,6.28979,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,6.1957,5.845,31.25771,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,15.1805,12.443,51.10112,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.3377,0.3241,0.04494,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,2.0087,1.913,3.79384,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,0.7291,0.6232,2.39227,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,3.8356,3.223,3.64796,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,2.7867,2.4659,1.76836,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,1.9051,1.9051,5.78559,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.0339,0.0309,0.502,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,3.3895,3.0671,4.15994,
12,Cullivoe,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.1579,0.1491,0.25628,
12,Dartmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.4254,0.4254,3.02408,
12,Dartmouth,Devon,England,UK,10m&Under,Bream,Demersal,0.0011,0.0011,0.01375,
12,Dartmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.0784,0.0784,0.24253,
12,Dartmouth,Devon,England,UK,10m&Under,Mullet,Demersal,0.0132,0.0132,0.05321,
12,Dartmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.0172,0.0172,0.00602,
12,Dartmouth,Devon,England,UK,10m&Under,Other Shellfish,Shellfish,1.62,1.62,6.804,
12,Dartmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0874,0.0749,0.12328,
12,Dartmouth,Devon,England,UK,10m&Under,Saithe,Demersal,0.0007,0.0006,0.00031,
12,Dartmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.0996,0.0477,0.18603,
12,Dartmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.0036,0.0031,0.00065,
12,Dartmouth,Devon,England,UK,Over10m,Crabs,Shellfish,13.007,13.007,24.42586,
12,Dartmouth,Devon,England,UK,Over10m,Lobsters,Shellfish,0.1182,0.1182,2.04749,
12,Dieppe,Foreign,France,UK,Over10m,Bass,Demersal,0.018,0.018,0.05184,
12,Dieppe,Foreign,France,UK,Over10m,Bream,Demersal,0.6538,0.6538,0.63714,
12,Dieppe,Foreign,France,UK,Over10m,Brill,Demersal,0.0011,0.001,0.00249,
12,Dieppe,Foreign,France,UK,Over10m,Cuttlefish,Shellfish,4.9109,4.9109,4.59667,
12,Dieppe,Foreign,France,UK,Over10m,Gurnard,Demersal,18.8904,18.8825,19.85609,
12,Dieppe,Foreign,France,UK,Over10m,Herring,Pelagic,1.6209,1.6209,0.77947,
12,Dieppe,Foreign,France,UK,Over10m,Horse Mackerel,Pelagic,1.6366,1.6366,0.67871,
12,Dieppe,Foreign,France,UK,Over10m,Lemon Sole,Demersal,0.2865,0.2763,0.68935,
12,Dieppe,Foreign,France,UK,Over10m,Mackerel,Pelagic,1.8509,1.8435,1.89695,
12,Dieppe,Foreign,France,UK,Over10m,Monks or Anglers,Demersal,0.0305,0.025,0.07825,
12,Dieppe,Foreign,France,UK,Over10m,Mullet,Demersal,10.8483,10.7219,15.92604,
12,Dieppe,Foreign,France,UK,Over10m,Other Demersal,Demersal,2.8226,2.7618,4.70038,
12,Dieppe,Foreign,France,UK,Over10m,Plaice,Demersal,2.5084,2.433,2.66244,
12,Dieppe,Foreign,France,UK,Over10m,Sardines,Pelagic,0.0087,0.0087,0.01834,
12,Dieppe,Foreign,France,UK,Over10m,Skates and Rays,Demersal,0.3708,0.3661,0.28832,
12,Dieppe,Foreign,France,UK,Over10m,Sole,Demersal,0.01,0.0096,0.02893,
12,Dieppe,Foreign,France,UK,Over10m,Squid,Shellfish,15.2538,15.2538,67.90232,
12,Dieppe,Foreign,France,UK,Over10m,Turbot,Demersal,0.0183,0.0167,0.0786,
12,Dieppe,Foreign,France,UK,Over10m,Whiting,Demersal,5.7283,5.4469,5.49202,
12,Dingle,Foreign,Ireland,UK,Over10m,Monks or Anglers,Demersal,14.4338,8.9945,7.06179,
12,Donaghadee,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,0.1599,0.1599,0.20235,
12,Donaghadee,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.0667,0.0667,0.667,
12,Douglas,UK islands,Isle of Man,UK,10m&Under,Crabs,Shellfish,0.028,0.028,0.04522,
12,Douglas,UK islands,Isle of Man,UK,10m&Under,Lobsters,Shellfish,0.05,0.05,0.84498,
12,Douglas,UK islands,Isle of Man,UK,10m&Under,Scallops,Shellfish,11.4597,11.4597,20.0853,
12,Douglas,UK islands,Isle of Man,UK,10m&Under,Whelks,Shellfish,11.9699,11.9699,13.76578,
12,Douglas,UK islands,Isle of Man,UK,Over10m,Scallops,Shellfish,59.3611,59.3611,95.04565,
12,Douglas,UK islands,Isle of Man,UK,Over10m,Whelks,Shellfish,3.008,3.008,3.4592,
12,Dover,Kent,England,UK,10m&Under,Lobsters,Shellfish,0.012,0.012,0.24,
12,Dunbar,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,3.391,3.391,6.47354,
12,Dunbar,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,2.504,2.5673,48.89919,
12,Dunbar,Eastern Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,0.004,0.004,0.00444,
12,Dunbar,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,12.8192,9.9872,38.56622,
12,Dungeness,Kent,England,UK,10m&Under,Bass,Demersal,0.0185,0.0185,0.16916,
12,Dungeness,Kent,England,UK,10m&Under,Brill,Demersal,0.0034,0.0032,0.0144,
12,Dungeness,Kent,England,UK,10m&Under,Cod,Demersal,0.1147,0.101,0.25921,
12,Dungeness,Kent,England,UK,10m&Under,Dogfish,Demersal,0.034,0.0249,0.02988,
12,Dungeness,Kent,England,UK,10m&Under,Lobsters,Shellfish,0.003,0.003,0.02694,
12,Dungeness,Kent,England,UK,10m&Under,Mackerel,Pelagic,0.0045,0.0045,0.00456,
12,Dungeness,Kent,England,UK,10m&Under,Other Demersal,Demersal,0.0523,0.0382,0.0393,
12,Dungeness,Kent,England,UK,10m&Under,Plaice,Demersal,0.0004,0.0004,0.00114,
12,Dungeness,Kent,England,UK,10m&Under,Skates and Rays,Demersal,0.9235,0.8174,1.02561,
12,Dungeness,Kent,England,UK,10m&Under,Turbot,Demersal,0.0491,0.0451,0.44069,
12,Dungeness,Kent,England,UK,10m&Under,Whelks,Shellfish,4.998,4.998,5.8476,
12,Dungeness,Kent,England,UK,10m&Under,Whiting,Demersal,0.0324,0.0276,0.02202,
12,Dunoon,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.557,0.557,2.19662,
12,Dunoon,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.7305,0.7305,13.83275,
12,Dunoon,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.202,0.202,4.55512,
12,Dunoon,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.16,0.16,0.16,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Cod,Demersal,1.6392,1.401,4.61652,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.681,1.681,7.3046,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Ling,Demersal,0.0068,0.006,0.003,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.116,0.116,2.19542,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Pollack (Lythe),Demersal,0.2797,0.239,0.8521,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Saithe,Demersal,0.1178,0.099,0.09672,
12,Dunrossness and Fair Isle,Highlands and Islands,Scotland,UK,10m&Under,Squid,Shellfish,0.123,0.123,0.46248,
12,Dunure,South Western Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.36,1.36,2.73218,
12,Dunure,South Western Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.031,0.031,0.54002,
12,Dunvegan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.5542,0.5542,1.04243,
12,Dunvegan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0625,0.0625,1.13544,
12,Dunvegan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.492,1.492,24.14674,
12,Dunvegan,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.0207,0.0207,0.5334,
12,Dunvegan,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.769,1.769,2.888,
12,Dunvegan,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.922,0.922,14.552,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,1.478,1.478,11.12342,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.0109,0.0109,0.05118,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Brill,Demersal,0.0268,0.0252,0.1951,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Cod,Demersal,0.7122,0.6171,2.08489,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,0.1612,0.0457,0.07825,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Cuttlefish,Shellfish,0.0039,0.0039,0.0078,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Dogfish,Demersal,0.0023,0.0023,0.00039,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Gurnard,Demersal,0.0424,0.0424,0.10867,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Herring,Pelagic,1.6141,1.6141,0.9762,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.0092,0.0092,0.1485,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Mackerel,Pelagic,0.0035,0.0035,0.0074,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Monks or Anglers,Demersal,0.026,0.0215,0.134,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Mullet,Demersal,0.0045,0.0045,0.0194,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.2953,0.2589,0.1848,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Plaice,Demersal,1.1238,1.0728,1.87233,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Pollack (Lythe),Demersal,0.033,0.0285,0.06564,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Scallops,Shellfish,4.3202,4.3202,9.46376,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Skates and Rays,Demersal,1.9334,0.9328,1.56234,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Sole,Demersal,2.0374,1.9616,16.40027,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Turbot,Demersal,0.1752,0.1621,1.60195,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Whelks,Shellfish,45.8734,45.8734,59.63542,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,10m&Under,Whiting,Demersal,0.0976,0.0841,0.09689,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,Over10m,Crabs,Shellfish,8.2893,8.2893,14.73079,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,Over10m,Lobsters,Shellfish,0.3679,0.3679,6.91447,
12,Eastbourne,"Surrey, East and West Sussex",England,UK,Over10m,Whelks,Shellfish,11.671,11.671,14.8776,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Brill,Demersal,1.4893,1.3665,2.85547,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Cod,Demersal,0.3473,0.2969,0.4203,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Crabs,Shellfish,249.6273,249.0241,563.19287,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Cuttlefish,Shellfish,0.0018,0.0018,0.0017,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Gurnard,Demersal,0.4757,0.4757,0.32093,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Lemon Sole,Demersal,0.0391,0.0369,0.0729,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Ling,Demersal,0.0019,0.0016,0.00246,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Lobsters,Shellfish,0.0199,0.0199,0.33782,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Monks or Anglers,Demersal,0.0306,0.025,0.10065,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Mullet,Demersal,0.0034,0.0034,0.00342,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Nephrops,Shellfish,0.0008,0.0008,0.00089,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Other Demersal,Demersal,0.8239,0.7427,0.49625,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Plaice,Demersal,15.099,14.38,13.26769,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Skates and Rays,Demersal,0.9036,0.9036,0.88122,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Sole,Demersal,12.0598,11.5967,49.67355,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Squid,Shellfish,0.0222,0.0222,0.00585,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Turbot,Demersal,5.2031,4.7783,8.43474,
12,Eemshaven,Foreign,Netherlands,UK,Over10m,Whiting,Demersal,0.0486,0.041,0.03185,
12,Egersund,Foreign,Norway,UK,Over10m,Herring,Pelagic,54.184,54.184,13.579,
12,Egersund,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,694.62,694.62,756.72,
12,Egersund,Foreign,Norway,UK,Over10m,Other Pelagic,Pelagic,735.461,735.461,229.611,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Mullet,Demersal,0.0038,0.0038,0.03474,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Plaice,Demersal,0.0057,0.0055,0.0165,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Scallops,Shellfish,0.004,0.004,0.004,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Skates and Rays,Demersal,0.0219,0.0105,0.03156,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Sole,Demersal,0.0001,0.0001,0.00098,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Squid,Shellfish,0.0003,0.0003,0.0034,
12,Emsworth,Hampshire and Isle of Wight,England,UK,10m&Under,Whiting,Demersal,0.0006,0.0005,0.00104,
12,Erribol,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.59,0.59,1.84907,
12,Erribol,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.049,0.049,1.0091,
12,Erribol,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.6404,0.6404,3.76095,
12,Esbjerg,Foreign,Denmark,UK,Over10m,Crabs,Shellfish,18.514,18.514,28.14129,
12,Eshaness,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.46,2.46,6.89671,
12,Eshaness,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.267,0.267,5.09154,
12,Eshaness,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.1,0.1,0.147,
12,Exmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.3672,0.3672,3.48502,
12,Exmouth,Devon,England,UK,10m&Under,Bream,Demersal,0.0006,0.0006,0.00425,
12,Exmouth,Devon,England,UK,10m&Under,Brill,Demersal,0.0005,0.0005,0.00228,
12,Exmouth,Devon,England,UK,10m&Under,Cod,Demersal,0.024,0.0207,0.12568,
12,Exmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.5005,0.5005,2.17826,
12,Exmouth,Devon,England,UK,10m&Under,Dogfish,Demersal,0.0183,0.0139,0.01796,
12,Exmouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.0028,0.0028,0.00071,
12,Exmouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.1822,0.1822,5.05665,
12,Exmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.0083,0.0083,0.02494,
12,Exmouth,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,0.0015,0.0015,0.00975,
12,Exmouth,Devon,England,UK,10m&Under,Mullet,Demersal,0.0022,0.0022,0.00639,
12,Exmouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.1146,0.1036,0.05718,
12,Exmouth,Devon,England,UK,10m&Under,Other Shellfish,Shellfish,0.4001,0.4001,9.0685,
12,Exmouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.1633,0.157,0.47155,
12,Exmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0165,0.0153,0.05597,
12,Exmouth,Devon,England,UK,10m&Under,Scallops,Shellfish,3.366,3.366,7.88249,
12,Exmouth,Devon,England,UK,10m&Under,Shrimps and Prawns,Shellfish,0.026,0.026,0.208,
12,Exmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.4819,0.25,0.44654,
